Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City
235-46-8343,C,Member,Male,Food and beverages,27.66,10,13.83,290.43,14/02/2019,11:26,Credit card,8.9,Yangon
453-12-7053,C,Normal,Male,Fashion accessories,45.74,3,6.861,144.081,10/03/2019,17:38,Credit card,6.5,Yangon
296-11-7041,B,Member,Female,Health and beauty,27.07,1,1.3535,28.4235,12/01/2019,20:07,Credit card,5.3,Mandalay
449-27-2918,B,Member,Female,Sports and travel,39.12,1,1.956,41.076,26/03/2019,11:02,Credit card,9.6,Mandalay
891-01-7034,B,Normal,Female,Electronic accessories,74.71,6,22.413,470.673,01/01/2019,19:07,Cash,6.7,Mandalay
744-09-5786,B,Normal,Male,Electronic accessories,22.01,6,6.603,138.663,02/01/2019,18:50,Cash,7.6,Mandalay
727-17-0390,A,Normal,Female,Food and beverages,63.61,5,15.9025,333.9525,16/03/2019,12:43,Ewallet,4.8,Yangon
568-88-3448,A,Normal,Male,Health and beauty,25,1,1.25,26.25,03/03/2019,15:09,Ewallet,5.5,Yangon
187-83-5490,A,Member,Male,Electronic accessories,20.77,4,4.154,87.234,31/01/2019,13:47,Cash,4.7,Yangon
767-54-1907,B,Member,Female,Fashion accessories,29.56,5,7.39,155.19,13/02/2019,16:59,Cash,6.9,Mandalay
710-46-4433,B,Member,Female,Food and beverages,77.4,9,34.83,731.43,15/02/2019,14:15,Credit card,4.5,Mandalay
533-33-5337,B,Normal,Male,Electronic accessories,79.39,10,39.695,833.595,07/02/2019,20:24,Cash,6.2,Mandalay
325-90-8763,C,Member,Female,Electronic accessories,46.57,10,23.285,488.985,27/01/2019,13:58,Cash,7.6,Yangon
729-46-7422,C,Normal,Male,Food and beverages,35.89,1,1.7945,37.6845,23/02/2019,16:52,Credit card,7.9,Yangon
639-76-1242,C,Normal,Male,Food and beverages,40.52,5,10.13,212.73,03/02/2019,15:19,Cash,4.5,Yangon
234-03-4040,B,Member,Female,Food and beverages,73.05,10,36.525,767.025,03/03/2019,12:25,Credit card,8.7,Mandalay
326-71-2155,C,Normal,Female,Sports and travel,73.95,4,14.79,310.59,03/02/2019,10:02,Cash,6.1,Yangon
320-32-8842,C,Member,Female,Food and beverages,22.62,1,1.131,23.751,17/03/2019,18:58,Cash,6.4,Yangon
470-32-9057,A,Member,Male,Food and beverages,51.34,5,12.835,269.535,28/03/2019,15:31,Credit card,9.1,Yangon
878-30-2331,C,Member,Female,Sports and travel,54.55,10,27.275,572.775,02/03/2019,11:22,Credit card,7.1,Yangon
440-59-5691,C,Member,Female,Health and beauty,37.15,7,13.0025,273.0525,08/02/2019,13:12,Credit card,7.7,Yangon
554-53-3790,B,Normal,Male,Sports and travel,37.02,6,11.106,233.226,22/03/2019,18:33,Cash,4.5,Mandalay
746-19-0921,C,Normal,Male,Food and beverages,21.58,1,1.079,22.659,09/02/2019,10:02,Ewallet,7.2,Yangon
233-34-0817,C,Member,Female,Electronic accessories,98.84,1,4.942,103.782,15/02/2019,11:21,Cash,8.4,Yangon
767-05-1286,C,Member,Female,Home and lifestyle,83.77,6,25.131,527.751,23/01/2019,12:10,Ewallet,5.4,Yangon
340-21-9136,A,Member,Female,Sports and travel,40.05,4,8.01,168.21,25/01/2019,11:40,Cash,9.7,Yangon
405-31-3305,A,Member,Male,Fashion accessories,43.13,10,21.565,452.865,02/02/2019,18:31,Credit card,5.5,Yangon
731-59-7531,B,Member,Male,Health and beauty,72.57,8,29.028,609.588,30/03/2019,17:58,Cash,4.6,Mandalay
676-39-6028,A,Member,Female,Electronic accessories,64.44,5,16.11,338.31,30/03/2019,17:04,Cash,6.6,Yangon
502-05-1910,A,Normal,Male,Health and beauty,65.18,3,9.777,205.317,25/02/2019,20:35,Credit card,6.3,Yangon
485-30-8700,A,Normal,Female,Sports and travel,33.26,5,8.315,174.615,18/03/2019,16:10,Credit card,4.2,Yangon
598-47-9715,C,Normal,Male,Electronic accessories,84.07,4,16.814,353.094,07/03/2019,16:54,Ewallet,4.4,Yangon
701-69-8742,B,Normal,Male,Sports and travel,34.37,10,17.185,360.885,16/03/2019,10:11,Ewallet,6.7,Mandalay
575-67-1508,A,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,29/01/2019,11:26,Ewallet,6.7,Yangon
541-08-3113,C,Normal,Male,Food and beverages,65.97,8,26.388,554.148,02/02/2019,20:29,Cash,8.4,Yangon
246-11-3901,C,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,15/02/2019,12:12,Cash,6.2,Yangon
674-15-9296,A,Normal,Male,Sports and travel,37.14,5,9.285,194.985,08/01/2019,13:05,Ewallet,5,Yangon
305-18-3552,B,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,12/02/2019,16:19,Cash,6,Mandalay
493-65-6248,C,Member,Female,Sports and travel,36.98,10,18.49,388.29,01/01/2019,19:48,Credit card,7,Yangon
438-01-4015,B,Member,Female,Sports and travel,49.49,4,9.898,207.858,21/03/2019,15:25,Ewallet,6.6,Mandalay
709-58-4068,B,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,28/02/2019,14:42,Cash,7.3,Mandalay
795-49-7276,A,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,23/03/2019,18:59,Ewallet,8.3,Yangon
556-72-8512,C,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,30/01/2019,20:47,Cash,4.3,Yangon
627-95-3243,B,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,04/02/2019,13:21,Ewallet,9.8,Mandalay
686-41-0932,B,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,13/03/2019,19:48,Ewallet,8.2,Mandalay
510-09-5628,A,Member,Female,Fashion accessories,19.66,10,9.83,206.43,15/03/2019,18:20,Credit card,7.2,Yangon
608-04-3797,B,Member,Female,Health and beauty,25.32,8,10.128,212.688,05/03/2019,20:24,Ewallet,8.7,Mandalay
148-82-2527,C,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,05/03/2019,13:44,Credit card,8.4,Yangon
437-53-3084,B,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,26/02/2019,11:48,Ewallet,7.1,Mandalay
632-32-4574,B,Normal,Male,Sports and travel,75.92,8,30.368,637.728,20/03/2019,14:14,Cash,5.5,Mandalay
556-97-7101,C,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,01/01/2019,15:51,Cash,8.5,Yangon
862-59-8517,C,Normal,Female,Food and beverages,90.24,6,27.072,568.512,27/01/2019,11:17,Cash,6.2,Yangon
401-18-8016,B,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,21/01/2019,17:36,Cash,8.9,Mandalay
420-18-8989,A,Member,Female,Sports and travel,51.52,8,20.608,432.768,02/02/2019,15:47,Cash,9.6,Yangon
277-63-2961,B,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,03/02/2019,15:53,Credit card,5.4,Mandalay
573-98-8548,C,Member,Female,Fashion accessories,31.9,1,1.595,33.495,05/01/2019,12:40,Ewallet,9.1,Yangon
620-02-2046,C,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,27/01/2019,19:48,Ewallet,9,Yangon
282-35-2475,B,Normal,Female,Sports and travel,93.31,2,9.331,195.951,25/03/2019,17:53,Cash,6.3,Mandalay
511-54-3087,B,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,25/02/2019,16:36,Credit card,9.5,Mandalay
726-29-6793,A,Member,Male,Electronic accessories,24.18,8,9.672,203.112,28/01/2019,20:54,Ewallet,9.8,Yangon
387-49-4215,B,Member,Female,Sports and travel,48.5,3,7.275,152.775,08/01/2019,12:50,Cash,6.7,Mandalay
862-17-9201,B,Normal,Female,Food and beverages,84.05,6,25.215,529.515,29/01/2019,10:48,Credit card,7.7,Mandalay
291-21-5991,B,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,29/03/2019,14:28,Cash,7,Mandalay
602-80-9671,C,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,09/02/2019,17:15,Credit card,5.1,Yangon
347-72-6115,B,Member,Female,Sports and travel,90.74,7,31.759,666.939,16/01/2019,18:03,Credit card,6.2,Mandalay
209-61-0206,A,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,05/01/2019,17:29,Ewallet,6.1,Yangon
595-27-4851,A,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,27/01/2019,18:05,Ewallet,9.3,Yangon
189-52-0236,A,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,14/03/2019,12:07,Cash,7.6,Yangon
503-07-0930,C,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,23/02/2019,19:49,Credit card,8.2,Yangon
413-20-6708,C,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,18/03/2019,15:52,Ewallet,8.5,Yangon
425-85-2085,B,Member,Male,Health and beauty,54.86,5,13.715,288.015,29/03/2019,16:48,Ewallet,9.8,Mandalay
521-18-7827,C,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,22/01/2019,20:46,Credit card,8.7,Yangon
220-28-1851,A,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,01/03/2019,18:14,Ewallet,9.7,Yangon
600-38-9738,C,Member,Male,Sports and travel,71.92,5,17.98,377.58,17/01/2019,15:05,Credit card,4.3,Yangon
734-91-1155,B,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,26/03/2019,10:34,Credit card,7.7,Mandalay
451-28-5717,C,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,20/03/2019,11:23,Cash,7.3,Yangon
609-81-8548,A,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,06/02/2019,13:55,Credit card,5.9,Yangon
133-14-7229,C,Normal,Male,Health and beauty,62.87,2,6.287,132.027,01/01/2019,11:43,Cash,5,Yangon
534-01-4457,A,Normal,Male,Food and beverages,81.71,6,24.513,514.773,27/01/2019,14:36,Credit card,8,Yangon
719-89-8991,A,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,25/02/2019,16:03,Ewallet,7.1,Yangon
286-62-6248,B,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,16/01/2019,20:03,Credit card,9,Mandalay
339-38-9982,B,Member,Male,Fashion accessories,59.86,2,5.986,125.706,13/01/2019,14:55,Ewallet,6.7,Mandalay
827-44-5872,B,Member,Female,Food and beverages,54.36,10,27.18,570.78,07/02/2019,11:28,Credit card,6.1,Mandalay
827-77-7633,A,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,17/02/2019,19:41,Cash,9.3,Yangon
287-83-1405,A,Normal,Male,Health and beauty,25.43,6,7.629,160.209,12/02/2019,19:01,Ewallet,7,Yangon
435-13-4908,A,Member,Male,Fashion accessories,86.68,8,34.672,728.112,24/01/2019,18:04,Credit card,7.2,Yangon
857-67-9057,B,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,06/02/2019,19:20,Ewallet,8.2,Mandalay
236-27-1144,C,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,26/03/2019,10:31,Ewallet,8.4,Yangon
892-05-6689,A,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,11/03/2019,13:28,Ewallet,6.2,Yangon
583-41-4548,C,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,07/02/2019,11:36,Ewallet,7.4,Yangon
339-12-4827,B,Member,Female,Fashion accessories,73.96,1,3.698,77.658,05/01/2019,11:32,Credit card,5,Mandalay
643-38-7867,A,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,07/03/2019,11:44,Ewallet,6.9,Yangon
308-81-0538,A,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,25/02/2019,17:16,Credit card,4.9,Yangon
358-88-9262,C,Member,Female,Food and beverages,87.48,6,26.244,551.124,01/02/2019,18:43,Ewallet,5.1,Yangon
460-35-4390,A,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,22/01/2019,11:00,Ewallet,9.1,Yangon
343-87-0864,C,Member,Male,Health and beauty,75.88,1,3.794,79.674,03/01/2019,10:30,Credit card,7.1,Yangon
173-50-1108,B,Member,Female,Sports and travel,20.18,4,4.036,84.756,13/02/2019,12:14,Credit card,5,Mandalay
243-47-2663,C,Member,Male,Electronic accessories,18.77,6,5.631,118.251,28/01/2019,16:43,Credit card,5.5,Yangon
841-18-8232,B,Normal,Female,Food and beverages,71.2,1,3.56,74.76,05/01/2019,20:40,Credit card,9.2,Mandalay
701-23-5550,B,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,19/03/2019,13:40,Ewallet,4.9,Mandalay
647-50-1224,A,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,12/01/2019,16:23,Ewallet,8.9,Yangon
541-48-8554,A,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,07/01/2019,12:08,Credit card,6,Yangon
539-21-7227,B,Normal,Female,Sports and travel,51.54,5,12.885,270.585,26/01/2019,17:45,Cash,4.2,Mandalay
213-32-1216,A,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,23/01/2019,10:28,Cash,7.3,Yangon
747-58-7183,B,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,09/02/2019,20:31,Ewallet,6.5,Mandalay
582-52-8065,B,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,22/02/2019,10:49,Cash,8.9,Mandalay
210-57-1719,B,Normal,Female,Health and beauty,58.24,9,26.208,550.368,05/02/2019,12:34,Cash,9.7,Mandalay
399-69-4630,C,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,07/03/2019,10:23,Credit card,8.6,Yangon
134-75-2619,A,Member,Male,Electronic accessories,19.32,7,6.762,142.002,25/03/2019,18:51,Cash,6.9,Yangon
356-44-8813,B,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,20/01/2019,13:45,Credit card,7.7,Mandalay
198-66-9832,B,Member,Female,Fashion accessories,72.04,2,7.204,151.284,04/02/2019,19:38,Cash,9.5,Mandalay
283-26-5248,C,Member,Female,Food and beverages,98.52,10,49.26,1034.46,30/01/2019,20:23,Ewallet,4.5,Yangon
712-39-0363,A,Member,Male,Food and beverages,41.66,6,12.498,262.458,02/01/2019,15:24,Ewallet,5.6,Yangon
218-59-9410,A,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,29/03/2019,16:54,Ewallet,8.2,Yangon
174-75-0888,B,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,14/03/2019,12:32,Cash,7.3,Mandalay
866-99-7614,C,Normal,Male,Food and beverages,89.2,10,44.6,936.6,11/02/2019,15:42,Credit card,4.4,Yangon
134-54-4720,B,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,30/01/2019,13:58,Ewallet,5.7,Mandalay
760-90-2357,A,Member,Male,Electronic accessories,74.51,6,22.353,469.413,20/03/2019,15:08,Ewallet,5,Yangon
514-37-2845,B,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,20/03/2019,13:02,Cash,9,Mandalay
698-98-5964,A,Normal,Female,Food and beverages,81.21,10,40.605,852.705,17/01/2019,13:01,Credit card,6.3,Yangon
718-57-9773,C,Normal,Female,Sports and travel,49.33,10,24.665,517.965,03/02/2019,16:40,Credit card,9.4,Yangon
651-88-7328,A,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,01/01/2019,13:55,Cash,7.7,Yangon
241-11-2261,B,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,10/01/2019,10:33,Credit card,5.5,Mandalay
408-26-9866,C,Normal,Female,Sports and travel,73.98,7,25.893,543.753,02/03/2019,16:42,Ewallet,4.1,Yangon
834-83-1826,B,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,25/02/2019,17:16,Credit card,7.6,Mandalay
343-61-3544,B,Member,Male,Sports and travel,26.67,10,13.335,280.035,29/01/2019,11:48,Cash,8.6,Mandalay
239-48-4278,A,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,10/03/2019,19:35,Ewallet,8.3,Yangon
355-34-6244,B,Normal,Male,Food and beverages,72.39,2,7.239,152.019,13/01/2019,19:55,Credit card,8.1,Mandalay
550-84-8664,A,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,22/03/2019,14:33,Credit card,8.6,Yangon
339-96-8318,B,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,01/03/2019,19:49,Ewallet,6.3,Mandalay
458-61-0011,B,Normal,Male,Food and beverages,60.3,4,12.06,253.26,20/02/2019,18:43,Cash,5.8,Mandalay
592-34-6155,C,Normal,Male,Food and beverages,31.77,4,6.354,133.434,14/01/2019,14:43,Ewallet,6.2,Yangon
797-88-0493,A,Normal,Female,Health and beauty,64.27,4,12.854,269.934,26/03/2019,13:54,Cash,7.7,Yangon
207-73-1363,B,Normal,Male,Health and beauty,69.51,2,6.951,145.971,01/03/2019,12:15,Ewallet,8.1,Mandalay
390-31-6381,C,Normal,Male,Food and beverages,27.22,3,4.083,85.743,07/01/2019,12:37,Cash,7.3,Yangon
443-82-0585,A,Member,Female,Health and beauty,77.68,4,15.536,326.256,01/02/2019,19:54,Cash,8.4,Yangon
339-18-7061,C,Member,Female,Fashion accessories,92.98,2,9.298,195.258,13/02/2019,15:06,Credit card,8,Yangon
359-90-3665,B,Member,Female,Fashion accessories,18.08,4,3.616,75.936,14/01/2019,18:03,Credit card,9.5,Mandalay
375-72-3056,B,Normal,Male,Sports and travel,63.06,3,9.459,198.639,19/01/2019,15:58,Ewallet,7,Mandalay
127-47-6963,A,Normal,Male,Health and beauty,51.71,4,10.342,217.182,09/03/2019,13:53,Credit card,9.8,Yangon
278-86-2735,A,Normal,Female,Food and beverages,52.34,3,7.851,164.871,27/03/2019,14:03,Cash,9.2,Yangon
695-28-6250,A,Normal,Female,Sports and travel,43.06,5,10.765,226.065,04/02/2019,16:38,Ewallet,7.7,Yangon
379-17-6588,C,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,14/03/2019,11:07,Cash,5.3,Yangon
227-50-3718,A,Normal,Male,Health and beauty,14.62,5,3.655,76.755,04/03/2019,12:23,Cash,4.4,Yangon
302-15-2162,C,Member,Male,Health and beauty,46.53,6,13.959,293.139,03/03/2019,10:54,Credit card,4.3,Yangon
788-07-8452,C,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,27/01/2019,17:38,Ewallet,9.4,Yangon
560-49-6611,A,Member,Female,Sports and travel,45.58,1,2.279,47.859,07/02/2019,14:13,Cash,9.8,Yangon
880-35-0356,A,Member,Female,Sports and travel,75.2,3,11.28,236.88,05/02/2019,11:51,Ewallet,4.8,Yangon
585-11-6748,B,Member,Male,Sports and travel,96.8,3,14.52,304.92,15/03/2019,13:05,Cash,5.3,Mandalay
470-31-3286,B,Normal,Male,Health and beauty,14.82,3,2.223,46.683,01/03/2019,11:30,Credit card,8.7,Mandalay
152-68-2907,A,Normal,Male,Food and beverages,52.2,3,7.83,164.43,15/02/2019,13:30,Credit card,9.5,Yangon
123-35-4896,C,Normal,Female,Sports and travel,46.66,9,20.997,440.937,17/02/2019,19:11,Ewallet,5.3,Yangon
258-69-7810,C,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,26/01/2019,18:53,Cash,9.2,Yangon
334-64-2006,A,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,24/03/2019,14:22,Ewallet,9.6,Yangon
219-61-4139,C,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,23/01/2019,17:16,Ewallet,6.4,Yangon
881-41-7302,C,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,26/01/2019,10:06,Credit card,4.5,Yangon
373-09-4567,C,Normal,Male,Food and beverages,77.56,10,38.78,814.38,14/03/2019,20:35,Ewallet,6.9,Yangon
642-30-6693,B,Normal,Female,Sports and travel,54.51,6,16.353,343.413,17/03/2019,13:54,Ewallet,7.8,Mandalay
484-22-8230,C,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,08/01/2019,20:08,Cash,4.5,Yangon
830-58-2383,B,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,08/02/2019,15:26,Cash,8.6,Mandalay
559-98-9873,A,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,10/02/2019,12:56,Ewallet,5.2,Yangon
544-32-5024,C,Member,Female,Food and beverages,49.79,4,9.958,209.118,28/03/2019,19:16,Credit card,6.4,Yangon
318-12-0304,A,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,23/01/2019,12:20,Ewallet,5.2,Yangon
349-97-8902,B,Member,Male,Food and beverages,57.89,2,5.789,121.569,17/01/2019,10:37,Ewallet,8.9,Mandalay
421-95-9805,A,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,07/02/2019,10:18,Credit card,6.2,Yangon
277-35-5865,C,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,09/03/2019,11:23,Cash,6.7,Yangon
789-23-8625,B,Member,Male,Fashion accessories,93.22,3,13.983,293.643,24/01/2019,11:45,Cash,7.2,Mandalay
284-54-4231,C,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,19/01/2019,16:08,Credit card,9,Yangon
443-59-0061,A,Member,Male,Food and beverages,67.45,10,33.725,708.225,03/02/2019,11:25,Ewallet,4.2,Yangon
509-29-3912,A,Member,Female,Sports and travel,38.72,9,17.424,365.904,20/03/2019,12:24,Ewallet,4.2,Yangon
327-40-9673,B,Member,Male,Sports and travel,72.6,6,21.78,457.38,13/01/2019,19:51,Cash,6.9,Mandalay
840-19-2096,C,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,14/03/2019,18:10,Ewallet,4.4,Yangon
828-46-6863,A,Member,Male,Food and beverages,98.53,6,29.559,620.739,23/01/2019,11:22,Credit card,4,Yangon
641-96-3695,C,Member,Female,Fashion accessories,43.46,6,13.038,273.798,07/02/2019,17:55,Ewallet,8.5,Yangon
420-97-3340,A,Normal,Female,Food and beverages,71.68,3,10.752,225.792,28/03/2019,15:30,Credit card,9.2,Yangon
436-54-4512,A,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,20/03/2019,19:44,Cash,9.8,Yangon
670-79-6321,B,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,17/01/2019,15:27,Credit card,4.9,Mandalay
852-62-7105,B,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,12/01/2019,11:25,Credit card,4.4,Mandalay
598-06-7312,B,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,16/02/2019,15:42,Cash,6.8,Mandalay
135-13-8269,B,Member,Female,Food and beverages,78.88,2,7.888,165.648,26/01/2019,16:04,Cash,9.1,Mandalay
816-57-2053,A,Normal,Male,Sports and travel,60.87,2,6.087,127.827,09/03/2019,12:37,Ewallet,8.7,Yangon
628-90-8624,B,Member,Male,Health and beauty,82.58,10,41.29,867.09,14/03/2019,14:41,Cash,5,Mandalay
856-66-2701,A,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,25/01/2019,14:19,Ewallet,7.5,Yangon
308-39-1707,A,Normal,Female,Fashion accessories,,1,12.18075,12.6945,26/01/2019,18:19,Credit card,8.2,Yangon
149-61-1929,A,Normal,Male,Sports and travel,64.19,10,32.095,673.995,19/01/2019,14:08,Credit card,6.7,Yangon
655-07-2265,A,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,05/03/2019,16:38,Ewallet,5.4,Yangon
589-02-8023,A,Member,Male,Food and beverages,83.77,2,8.377,175.917,15/01/2019,10:54,Credit card,7,Yangon
420-04-7590,B,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,18/03/2019,11:29,Ewallet,4.7,Mandalay
182-88-2763,B,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,20/03/2019,19:28,Credit card,5,Mandalay
188-55-0967,B,Member,Male,Health and beauty,66.47,10,33.235,697.935,15/01/2019,15:01,Credit card,5,Mandalay
610-46-4100,A,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,03/03/2019,20:31,Credit card,6,Yangon
318-81-2368,C,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,19/03/2019,12:16,Cash,6.3,Yangon
364-33-8584,B,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,08/03/2019,15:27,Cash,8.5,Mandalay
665-63-9737,B,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,27/02/2019,17:36,Ewallet,7.5,Mandalay
695-09-5146,B,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,23/02/2019,20:00,Ewallet,6.4,Mandalay
155-45-3814,C,Member,Female,Electronic accessories,88.55,8,35.42,743.82,19/03/2019,15:29,Ewallet,4.7,Yangon
794-32-2436,B,Member,Male,Electronic accessories,55.67,2,5.567,116.907,27/03/2019,15:08,Ewallet,6,Mandalay
131-15-8856,C,Member,Female,Food and beverages,72.52,8,29.008,609.168,30/03/2019,19:26,Credit card,4,Yangon
273-84-2164,C,Member,Male,Electronic accessories,12.05,5,3.0125,63.2625,16/02/2019,15:53,Ewallet,5.5,Yangon
706-36-6154,A,Member,Male,Home and lifestyle,19.36,9,8.712,182.952,18/01/2019,18:43,Ewallet,8.7,Yangon
778-89-7974,C,Normal,Male,Health and beauty,70.21,6,21.063,442.323,30/03/2019,14:58,Cash,7.4,Yangon
574-31-8277,B,Member,Male,Fashion accessories,33.63,1,1.6815,35.3115,20/03/2019,19:55,Cash,5.6,Mandalay
859-71-0933,C,Member,Female,Sports and travel,15.49,2,1.549,32.529,16/01/2019,15:10,Cash,6.3,Yangon
740-11-5257,C,Normal,Male,Electronic accessories,24.74,10,12.37,259.77,24/02/2019,16:44,Cash,7.1,Yangon
369-82-2676,B,Normal,Male,Electronic accessories,75.66,5,18.915,397.215,15/01/2019,18:22,Ewallet,7.8,Mandalay
563-47-4072,B,Normal,Female,Health and beauty,55.81,6,16.743,351.603,22/01/2019,11:52,Cash,9.9,Mandalay
742-04-5161,A,Member,Male,Home and lifestyle,72.78,10,36.39,764.19,03/02/2019,17:24,Cash,7.3,Yangon
149-15-7606,B,Member,Male,Sports and travel,37.32,9,16.794,352.674,06/03/2019,15:31,Ewallet,5.1,Mandalay
133-77-3154,B,Member,Male,Fashion accessories,60.18,4,12.036,252.756,16/02/2019,18:04,Credit card,9.4,Mandalay
169-52-4504,A,Normal,Female,Electronic accessories,15.69,3,2.3535,49.4235,14/03/2019,14:13,Credit card,5.8,Yangon
250-81-7186,C,Normal,Female,Electronic accessories,99.69,1,4.9845,104.6745,27/02/2019,10:23,Credit card,8,Yangon
562-12-5430,A,Member,Female,Fashion accessories,88.15,3,13.2225,277.6725,18/01/2019,10:11,Ewallet,7.9,Yangon
816-72-8853,A,Member,Female,Sports and travel,27.93,5,6.9825,146.6325,29/01/2019,15:48,Cash,5.9,Yangon
491-38-3499,A,Member,Male,Fashion accessories,55.45,1,2.7725,58.2225,26/02/2019,17:46,Credit card,4.9,Yangon
322-02-2271,B,Normal,Female,Sports and travel,42.97,3,6.4455,135.3555,03/02/2019,11:46,Cash,9.3,Mandalay
842-29-4695,C,Member,Male,Sports and travel,17.14,7,5.999,125.979,16/01/2019,12:07,Credit card,7.9,Yangon
725-67-2480,B,Member,Female,Fashion accessories,58.75,6,17.625,370.125,24/03/2019,18:14,Credit card,5.9,Mandalay
641-51-2661,C,Member,Female,Food and beverages,87.1,10,43.55,914.55,12/02/2019,14:45,Credit card,9.9,Yangon
714-02-3114,C,Normal,Female,Sports and travel,98.8,2,9.88,207.48,21/02/2019,11:39,Cash,7.7,Yangon
518-17-2983,A,Normal,Female,Fashion accessories,48.63,4,9.726,204.246,04/02/2019,15:44,Ewallet,7.6,Yangon
779-42-2410,B,Member,Male,Food and beverages,57.74,3,8.661,181.881,20/02/2019,13:06,Ewallet,7.7,Mandalay
190-14-3147,B,Normal,Female,Health and beauty,17.97,4,3.594,75.474,23/02/2019,20:43,Ewallet,6.4,Mandalay
